sample_id,source_file,source_row,sha256,ade_id,width,height,crop_box,caption,blocked,split
12079,train-00013-of-00023.parquet,652,abccbcfa3a3bfbc26fb50a81f66359e64db9826551470ab09cf543fedd6747ce,ADE_train_00012080,256,256,"0,0,512,512",A mountain range with snow capped peaks and a river running through it,0,train
12080,train-00013-of-00023.parquet,653,707a288d1920364d16002f12ccd0ceff135009551f71da06e47f928703ee45dd,ADE_train_00012081,256,256,"0,0,512,512",A snow-capped mountain peak with a clear blue sky in the background,0,train
12081,train-00013-of-00023.parquet,654,b4f137b28cf47d5c7b11c96bf4bdfae7dc2d7def01898c6b965e7ef308ff2cde,ADE_train_00012082,256,256,"0,0,512,512",A snowy mountain with trees in the foreground,0,train
12082,train-00013-of-00023.parquet,655,9c8e368f5178a31f8b5eb5b12a8c24ec32bb8493c7567d15abfff7c92b2b3198,ADE_train_00012083,256,256,"0,0,512,512",A snowy landscape with mountains in the background,0,train
12083,train-00013-of-00023.parquet,656,69ec232ede6cea8e43ffa4692da49fa7a2bba53cc1e470325ab48e4378364ed8,ADE_train_00012084,256,256,"0,0,512,512",A group of people on skis walking up a snowy mountain,0,train
12084,train-00013-of-00023.parquet,657,70b74f14d4498cdb09ffd74041e8db7f7744f3fafbd1bc4482d1977e628f6b67,ADE_train_00012085,256,256,"0,0,512,512",A mountainous landscape with snow-capped peaks and a body of water in the foreground,0,train
12085,train-00013-of-00023.parquet,658,744661278aa39763e8f06daa5242570277cb99d0689b23f490fd76f0158aadce,ADE_train_00012086,256,256,"0,0,512,512",A snow-covered mountain range with clouds in the background,0,train
12086,train-00013-of-00023.parquet,659,2ecbd5410096627378e19d3dc977fe9e1505db5b9766dceb53d491cce4e24091,ADE_train_00012087,256,256,"0,0,512,512",A group of people on skis walking up a snowy mountain,0,train
12087,train-00013-of-00023.parquet,660,26011f68004827f5e01b7aa3a2138872759f8b2270895f0d972803823933d8a8,ADE_train_00012088,256,256,"0,0,512,512",A snowy mountain range with a few rocks and trees in the foreground,0,train
12088,train-00013-of-00023.parquet,661,6b6de4c5b74b887dc6973fa8506ddd196f2168e0a0388df6aff1d0f3cf4c058f,ADE_train_00012089,256,256,"0,0,512,512",A group of skiers on a snowy mountain slope with a clear blue sky and sun shining in the background,0,train
12089,train-00013-of-00023.parquet,662,313cf1e43a18cf668d033065b7fd9f68107f7899c46f3f44aa23f57b665e1118,ADE_train_00012090,256,256,"0,0,512,512",A snowy mountain range with a clear blue sky in the background,0,train
12090,train-00013-of-00023.parquet,663,f6941dac013cd85087fca7cf890f2f7946d0fd87ef760fde1808198ed54cc997,ADE_train_00012091,256,256,"0,0,512,512",A mountain range with snow-covered peaks and a large glacial lake in the foreground,0,train
12091,train-00013-of-00023.parquet,664,0e50631b6c278857221ba9bce624cd293d652acadb7f1099c47ad9057ecbb804,ADE_train_00012092,256,256,"0,0,512,512",A snowy mountain range with steep cliffs and a clear blue sky in the background,0,train
12092,train-00013-of-00023.parquet,665,1aa0f0f236f059c3b0ae9598a05129de5fc46651d25437f2ad8d2cc1ea52da75,ADE_train_00012093,256,256,"0,0,512,512",A large mountain range with snow capped peaks in the background and a river running through the foreground,0,train
12093,train-00013-of-00023.parquet,666,23144aa93cc78d2b2973fd6939519970a21c1a0f13ee8ebcd61e0cf6a50a57db,ADE_train_00012094,256,256,"0,0,512,512",A snowy mountain with a person skiing down the side of it,0,train
12094,train-00013-of-00023.parquet,667,9376d58431a1d5f3a07c438b8b59a561ab7c03625982ce3726f8e3fc5dca7c7c,ADE_train_00012095,256,256,"0,0,512,512",A snowy landscape with mountains in the background and a river running through it,0,train
12095,train-00013-of-00023.parquet,668,a3dc980118575506fd0771b740f717f6d523adffbfadbb9e6ea0aa1c66cd97eb,ADE_train_00012096,256,256,"0,0,512,512",A snowy mountain range with a clear blue sky in the background,0,train
12096,train-00013-of-00023.parquet,669,c42f3bb5f8912f18473bd9c8f78e7dc85cf989f28f50c179c499db1ecd830738,ADE_train_00012097,256,256,"0,0,512,512",A snowy mountain landscape with a waterfall in the foreground,0,train
12097,train-00013-of-00023.parquet,670,506a0e68efc5e9088ae9bd6a769b83a9fc9f24e7e9ade9194e57e6d716808191,ADE_train_00012098,256,256,"0,0,512,512",A snowy mountain range with trees in the foreground,0,train
12098,train-00013-of-00023.parquet,671,3cca99fe26058a7502d21375acb84a469f2f059431beb1e4294c792142d3f4e7,ADE_train_00012099,256,256,"0,0,512,512",A group of hikers climbing up a snowy mountain,0,train
12099,train-00013-of-00023.parquet,672,6b2e786ceef8381c63d13f03b39b6ecde24cf8dc1b86bc7a6fcae7783b76321f,ADE_train_00012100,256,256,"0,0,512,512",A snowy mountain slope with a few skiers on it,0,train
12100,train-00013-of-00023.parquet,673,f2d2e167d0f6da45e369d168fcc56f4b3a878d0604763c97e719c36623b4c8a9,ADE_train_00012101,256,256,"0,0,512,512",A mountainous landscape with a snowy mountain peak in the background and a hiker walking on a trail in the foreground,0,train
12101,train-00013-of-00023.parquet,674,86683a49cc004bb5eb17e844a246492d7e1211893c41d55772d05cfc27c9896f,ADE_train_00012102,256,256,"0,0,512,512",A snowy mountain road with cars driving on it,0,train
12102,train-00013-of-00023.parquet,675,a5c90d0f97437e33aa7a63578601661677d70e9a03610c7c139547df164ffa05,ADE_train_00012103,256,256,"0,0,512,512",A mountainous landscape with snow-capped peaks and rocky terrain,0,train
12103,train-00013-of-00023.parquet,676,a4d1fadbaf321437ed72d1c163efb4532525b748235952929f1d4cef4fc134f7,ADE_train_00012104,256,256,"0,0,512,512",Two people on skis standing on a snowy mountain with a large mountain range in the background,0,train
12104,train-00013-of-00023.parquet,677,fe54d548280750d949ec3703b62c00993efe410582e71a7f705169714201137b,ADE_train_00012105,256,256,"0,0,512,512",A large glacier in the foreground with snow-covered mountains in the background,0,train
12105,train-00013-of-00023.parquet,678,7ab451b50250c6bb20ee29419d422be6b9c827808a26ae03579a3434d51e4ee5,ADE_train_00012106,256,256,"0,0,512,512",A snowy mountain range with snow covered peaks and a road winding through the valley,0,train
12106,train-00013-of-00023.parquet,679,3bbed4f5ff6d569d520a47dca4c655490349457de7cbff0039570a449592c682,ADE_train_00012107,256,256,"0,0,512,512",A snowy mountain range with a trail leading up to it,0,train
12107,train-00013-of-00023.parquet,680,2114c0299cd5127ddf5dd80733f240e7bd9c96b9dc71f99379c8a9021d08e185,ADE_train_00012108,256,256,"0,0,512,512",A mountain range with snow-capped peaks and a road winding through the valley,0,train
12108,train-00013-of-00023.parquet,681,641f1d8d994b218c405823d663471413ed3b5db4fe8f8607c4b026248492ade7,ADE_train_00012109,256,256,"0,0,512,512",A snowy mountain landscape with trees and rocks on the ground,0,train
12109,train-00013-of-00023.parquet,682,95bf7b3c10f31ff308a71a272cd9e9f9aa6589eb679a40e58cbb93ffd9ab8147,ADE_train_00012110,256,256,"0,0,512,512",A snowy mountain range with pine trees on the sides,0,train
12110,train-00013-of-00023.parquet,683,2b886327e51f871afe6729cfb0e7274053be29649f76c902cdd44702ab4febf6,ADE_train_00012111,256,256,"0,0,512,512",A snowy mountain with a cabin in the foreground,0,train
12111,train-00013-of-00023.parquet,684,1f1e76609ef68d1a0afd7f4d163686240edd95fa9bacf8cfb726d6378908af69,ADE_train_00012112,256,256,"0,0,512,512",A snowy mountain range with trees and a road in the foreground,0,train
12112,train-00013-of-00023.parquet,685,efb75fd7e740e6304b3df6455c435764b7a75e6a1cc83ea3eca1b9ca7036e36a,ADE_train_00012113,256,256,"0,0,512,512",A large iceberg floating in the ocean at sunset,0,train
12113,train-00013-of-00023.parquet,686,052a26b0e2212254bd3b5bf63c033858955267d034c80504b3fe75185ac8c5a8,ADE_train_00012114,256,256,"0,0,512,512",A snowy mountain range with trees in the foreground,0,train
12114,train-00013-of-00023.parquet,687,165e24fd729e3fe4f92997c03d49e3b259152405f05cde203df0453028e05d93,ADE_train_00012115,256,256,"0,0,512,512",A group of snow covered mountains in the distance with a person standing on the snowy ground in front of them,0,train
12115,train-00013-of-00023.parquet,688,95fe081e1fa03c35db8502b292331b726ae728ac147c35a0cd2b216edf0e39ed,ADE_train_00012116,256,256,"0,0,512,512",A snowy landscape with a mountain in the background,0,train
12116,train-00013-of-00023.parquet,689,1920568f580d482592bc3d81d84ceee64ea4d0cde6d818c8885f7d139657f6db,ADE_train_00012117,256,256,"0,0,512,512",A large snow capped mountain with a valley below it,0,train
12117,train-00013-of-00023.parquet,690,0c486da73ef2871e4ac01a3af424b2178f5d69c212f335a3033f7622500f2e31,ADE_train_00012118,256,256,"0,0,512,512",A snowy mountain range with trees and a blue sky in the background,0,train
12118,train-00013-of-00023.parquet,691,b1ba2941ef0d707ef3e028f18c9f9b8427979c3d4c21a570df5b432544b14b8c,ADE_train_00012119,256,256,"0,0,512,512",A snowy mountain range with trees and a blue sky in the background,0,train
12119,train-00013-of-00023.parquet,692,2514bd3bf8898ae662cf1462cccd76569ac7b84ab4f41539c0c16776d8b6a0b7,ADE_train_00012120,256,256,"0,0,512,512",A snowy landscape with mountains in the background and a small cabin in the foreground,0,train
12120,train-00013-of-00023.parquet,693,29b4fc935021a2eafe423ff086a637d3a5ce55adad2a81a16e70c355429ffd71,ADE_train_00012121,256,256,"0,0,512,512",A snowy mountain with a ski resort in the foreground,0,train
12121,train-00013-of-00023.parquet,694,4d4fc24348c2e9cae329d121fbf42c4274f9cd8e677d6df106e09c3f80dee607,ADE_train_00012122,256,256,"0,0,512,512",A large glacier in the mountains with snow and ice covering the ground,0,train
12122,train-00013-of-00023.parquet,695,db4b7b059a2a7bbc8b928ef90f25acac8a9e43b3e7649566a2ae8f131308d34e,ADE_train_00012123,256,256,"0,0,512,512",A snowy mountain with trees on the side and a ski slope on the other side,0,train
12123,train-00013-of-00023.parquet,696,4578796d7bf29276782bcc45e0332b0cb7cb0b95ada672e408a67f8668c937ba,ADE_train_00012124,256,256,"0,0,512,512",A snowy mountain town with a ski resort in the foreground and a group of buildings in the background,0,val
12124,train-00013-of-00023.parquet,697,251f8bc92e429af822a36040ac20d74cdb2884d333adadbb4054dc7c2358f5b7,ADE_train_00012125,256,256,"0,0,512,512",A snowy mountain range with tall trees surrounding it,0,train
12125,train-00013-of-00023.parquet,698,d8105924939a3f798ae4a30741ebd279245416d39eb347ab99aec8f25944be7c,ADE_train_00012126,256,256,"0,0,512,512",A snowy mountain with a ski lift and a ski resort in the foreground,0,train
12126,train-00013-of-00023.parquet,699,65a1d860751d4c8a3ac3a23b0f0b588e401ab56f342c4dbaf8ba284fccdb1f85,ADE_train_00012127,256,256,"0,0,512,512",A mountainous landscape with snow-capped mountains in the background and a small stream running through the foreground,0,train
12127,train-00013-of-00023.parquet,700,37914639eeedd2f4d99356ab61fec6e9527d5f5334441b8df5980d26ad6df5f9,ADE_train_00012128,256,256,"0,0,512,512",A mountain range with snow-covered peaks and a rocky terrain in the foreground,0,train
12128,train-00013-of-00023.parquet,701,9ff9e65a5260b3c6ce0c8c623b8a8f51f2102da6014dc22f802f964914d1bbd2,ADE_train_00012129,256,256,"0,0,512,512",A snowy mountain range with a glacier in the foreground and a lake in the background,0,train
12129,train-00013-of-00023.parquet,702,a2f008843c6ace2a9a8a7799e6603f51ed3e6f894309f2df0404d96385684049,ADE_train_00012130,256,256,"0,0,512,512",A snowy mountain range with trees in the foreground,0,train
12130,train-00013-of-00023.parquet,703,35337a03d69b2513c49ef21fc070f333a908d69ebf50157b679c6ba38a402b18,ADE_train_00012131,256,256,"0,0,512,512",A mountain range with snow-covered peaks and a clear blue sky in the background,0,train
12131,train-00013-of-00023.parquet,704,e7274b1544835deb7d90983ecd80312a82207d4c78854dfefdeee8f53e52b8b7,ADE_train_00012132,256,256,"0,0,512,512",A mountainous landscape with a river running through it,0,train
12132,train-00013-of-00023.parquet,705,38578285bd958fb750071495cf5e2215ab677b84329df05948c6be6e26d4b83c,ADE_train_00012133,256,256,"0,0,512,512",A snowy mountain landscape with a few trees and a few rocks on the ground,0,train
12133,train-00013-of-00023.parquet,706,f254418fa37b99aeb6af01655649017d1edc6d65a451ed986aa82bfe8583ae54,ADE_train_00012134,256,256,"0,0,512,512",A group of people hiking on a snowy mountain slope with a large rock formation in the background,0,train
12134,train-00013-of-00023.parquet,707,b5f989e67e34171643d8dbc54394264dd232ea0bbbb0155f4d384bb364e2abe8,ADE_train_00012135,256,256,"0,0,512,512",A large snow covered mountain with a large glacier on its side,0,train
12135,train-00013-of-00023.parquet,708,5c9bd603d0df1d34b4b4bbb027b13b2dc6e1aca41fe1debf986dae92465b3a9d,ADE_train_00012136,256,256,"0,0,512,512",A snowy mountain range with a large snow covered peak in the foreground and a blue sky in the background,0,train
12136,train-00013-of-00023.parquet,709,3f0b64b58f42c9405eaf93667d395a604f8a626caf97f85cd270b6c8a5dcd56d,ADE_train_00012137,256,256,"0,0,512,512",A snowy mountain range with several peaks visible in the distance,0,train
12137,train-00013-of-00023.parquet,710,d9e9a425aca81598adb6612341126c29fab6ff19e18e0c167a86b5dba231311f,ADE_train_00012138,256,256,"0,0,512,512","A mountain range with snow capped peaks in the background, surrounded by tall pine trees",0,train
12138,train-00013-of-00023.parquet,711,52e6c4aa8c8a379927eaf13f9c3877c7546770b367781a4831d42980ce183df0,ADE_train_00012139,256,256,"0,0,512,512","A mountain with a ski resort on top, surrounded by snowy mountains and a lake in the foreground",0,train
12139,train-00013-of-00023.parquet,712,867ae73c88b4314c8ab30569b0f027b477ed159f3aed846dbf8865b778ffbf66,ADE_train_00012140,256,256,"0,0,512,512",A snowy mountain range with several peaks and snow covered trees in the foreground,0,train
12140,train-00013-of-00023.parquet,713,0ff65315f77b38d9ca0f5dd671e5bc6daab99e98c244aabb135fa6f8dde94c24,ADE_train_00012141,256,256,"0,0,512,512",A snowy mountain road with a car parked on the side,0,train
12141,train-00013-of-00023.parquet,714,91e69fc28f24198d50957db0aa90a4bbe05972dd3b8da8526a4029f938ebb7ff,ADE_train_00012142,256,256,"0,0,512,512","A snowy mountain range with a large, snowy peak in the foreground and a valley with trees and a river in the background",0,val
12142,train-00013-of-00023.parquet,715,b59873877f85304eb8f028ec0a0d12791ee1664539733fdd4c29f21b81029c7b,ADE_train_00012143,256,256,"0,0,512,512",A mountain range with snow capped peaks in the background and a small village in the foreground,0,train
12143,train-00013-of-00023.parquet,716,19aec819fdfa55b1ddd3aef085152e44fb49662f1ba20952e0f8310c673acd75,ADE_train_00012144,256,256,"0,0,512,512",A snowy landscape with mountains in the background and trees in the foreground,0,train
12144,train-00013-of-00023.parquet,717,af279d1129fcd294f3e740ff7a14ceeeb3d3a49d7c7dca38bc7a63b94e9e0173,ADE_train_00012145,256,256,"0,0,512,512",A snow-covered mountain with evergreen trees surrounding it in the foreground,0,train
12145,train-00013-of-00023.parquet,718,5f4a1d8d2c64ef97bb4b69d2a90d47a8912a0939ee32a5e9679d3653875b6ab3,ADE_train_00012146,256,256,"0,0,512,512",A large glacier with snow-covered mountains in the background,0,train
12146,train-00013-of-00023.parquet,719,565b0d58ec252d11d784cbf75f859f042d5b18572ad58b6ba32e46febfa71a02,ADE_train_00012147,256,256,"0,0,512,512",A snowy mountain range with clouds in the background,0,train
12147,train-00013-of-00023.parquet,720,b8252bc8e1af86a2cc74c6ca23844fcde1c44014d6154b4f840aa3fd842131ef,ADE_train_00012148,256,256,"0,0,512,512","A snowy mountain with a large white peak in the background, surrounded by trees and a clear blue sky",0,train
12148,train-00013-of-00023.parquet,721,00c66db625be4b2638ee3ea0fe6594add704469dcc34cb9f00af6a7ae9f75d21,ADE_train_00012149,256,256,"0,0,512,512",A snowy mountain road with a car driving on it,0,train
12149,train-00013-of-00023.parquet,722,c8714ed2571205c4e7c34bfe33a6afa7594b6752457d07b1ac5d31e9eeebda68,ADE_train_00012150,256,256,"0,0,512,512",A snow capped mountain in the distance with tall trees surrounding it,0,train
12150,train-00013-of-00023.parquet,723,75c2453c78e40a12631cec5de468b2b73163f8548bb46de0db1bbeab6668a69a,ADE_train_00012151,256,256,"0,0,512,512",A snowy landscape with mountains in the background,0,train
12151,train-00013-of-00023.parquet,724,6f67a09c67b5ca12e32d63faef9beaa71d596e9edd91914667d89a864d46242a,ADE_train_00012152,256,256,"0,0,512,512",A snow-capped mountain range with clouds in the background,0,train
12152,train-00013-of-00023.parquet,725,f5d2c24845d74a95b761f1e87acd7bd898ed1a8fa33b9d010d53e558d1b0e416,ADE_train_00012153,256,256,"0,0,512,512",A large glacier with snow and ice covering the mountain,0,train
12153,train-00013-of-00023.parquet,726,b2ced59afe3799a6224d9beddf04dcf4bd708d8df9a9c4bc01e7b5c414d5499e,ADE_train_00012154,256,256,"0,0,512,512",A mountain range with snow-capped peaks in the background and a small village in the foreground,0,train
12154,train-00013-of-00023.parquet,727,1d11ed8501233a5a0f7f28405a8b20a7c278586aff1373a7d36f958cfe98e5f5,ADE_train_00012155,256,256,"0,0,512,512",A snowy mountain landscape with a stream running through it,0,train
12155,train-00013-of-00023.parquet,728,85c781b588ecd53507bf0ac4a8d304c7ac868593ad51fb4aa0c5c679390d4b31,ADE_train_00012156,256,256,"0,0,512,512",A snowy mountain range with skiers on the slopes,0,train
12156,train-00013-of-00023.parquet,729,4412ed0c8f2224c06333793b068d0f5ecbe4a2a48a8be0baee1d231caf8b2534,ADE_train_00012157,256,256,"0,0,512,512",A snow covered mountain with trees in the foreground,0,train
12157,train-00013-of-00023.parquet,730,71b20d0663dc1f66ef87b1a4624fe1f17e00fa3b55fd370ae033e3ea1d838e11,ADE_train_00012158,256,256,"0,0,512,512",A snowy mountain landscape with trees and a snowy mountain in the background,0,val
12158,train-00013-of-00023.parquet,731,b82f5d185de10be5cff2fb94eabc8300d02fd4a35a6972988c2bcfe70ff3b013,ADE_train_00012159,256,256,"0,0,512,512",A snowy landscape with tall pine trees lining the sides of a snowy slope,0,train
12159,train-00013-of-00023.parquet,732,3bd2f7babc87bdfad48d7e88837a6a40b075999e5b412828bb90e290aac23d32,ADE_train_00012160,256,256,"0,0,512,512",A snowy mountain range with several peaks visible in the distance,0,train
12160,train-00013-of-00023.parquet,733,75c5b577bdb7125a6a6a7229d91b1857a57032c10ebec55a78ccee8e338c6b8a,ADE_train_00012161,256,256,"0,0,512,512",A mountainous landscape with a river running through it,0,train
12161,train-00013-of-00023.parquet,734,e66ecb050089fad284af31e5b23e33236eeafa54aa223b07ccc82a9cc6716c03,ADE_train_00012162,256,256,"0,0,512,512",A mountain range with snow covered peaks in the background and a small village in the foreground,0,train
12162,train-00013-of-00023.parquet,735,78aacd44da948cd96f587fd17fd9250afe4edfccf6bc74f6f895e9d7d155af00,ADE_train_00012163,256,256,"0,0,512,512","A large mountain with a snowy peak in the background, with a small village in the foreground",0,train
12163,train-00013-of-00023.parquet,736,d528868794bf719b182846529358a5dca6948ebb70d0e930f68a224e0b7c6221,ADE_train_00012164,256,256,"0,0,512,512",A steep mountain with a rocky terrain and a few trees growing on the sides,0,train
12164,train-00013-of-00023.parquet,737,78b44708ba86a04c334dea623505460bba3cb9d4a529071fd6c1b276beae796a,ADE_train_00012165,256,256,"0,0,512,512",A large mountain range with snow capped peaks and a valley with a river running through it,0,train
12165,train-00013-of-00023.parquet,738,a6497dba28fda97db8f4a3fa6787c7819d18f8c3abda1b6fee72be1f25076ddb,ADE_train_00012166,256,256,"0,0,512,512","A view of snow-capped mountains in the distance, with clouds and blue sky in the foreground",0,train
12166,train-00013-of-00023.parquet,739,6646b4be83f7d8e1c7224db98fc0a7fd23cc123d90912a9ad15bed7d240ab8ee,ADE_train_00012167,256,256,"0,0,512,512",A small stone building on top of a snowy mountain,0,train
12167,train-00013-of-00023.parquet,740,e90d95b4c4fe82905aecbf4dafcf8d3b4299db6460455406a9cf7b979e8b934e,ADE_train_00012168,256,256,"0,0,512,512",A snowy mountain with a ski slope on the side and trees in the background,0,train
12168,train-00013-of-00023.parquet,741,bbd6b7d9c22349c21a924d97b5c08116e6dff6054050a40063300dfdd0009f10,ADE_train_00012169,256,256,"0,0,512,512",A group of people skiing down a snowy slope with a mountain in the background,0,train
12169,train-00013-of-00023.parquet,742,8edcd240af4adbbad8f887ef4d471213fa5a3c5e8dbc61ba3c423d812468c662,ADE_train_00012170,256,256,"0,0,512,512",A large snow covered mountain with a clear blue sky in the background,0,train
12170,train-00013-of-00023.parquet,743,067cf947cd973989ab824eb99cd132d340414bb17c2f4bdabd063b24f97480fb,ADE_train_00012171,256,256,"0,0,512,512",A group of people on skis walking up a snowy mountain slope,0,train
12171,train-00013-of-00023.parquet,744,e3832080596f63c82694912b5562ff63da1330f5653758c584deae87b7a6f50a,ADE_train_00012172,256,256,"0,0,512,512",A mountain with snow covered peaks and green grass on the ground,0,train
12172,train-00013-of-00023.parquet,745,2fa7533b4fa65947ef9807b241c31f47470ccb652f7d46dbfbe436be9704927a,ADE_train_00012173,256,256,"0,0,512,512","A snowy mountain slope with pine trees on either side, with a clear blue sky in the background",0,train
12173,train-00013-of-00023.parquet,746,71d2036de5b935d0117deea1cc839b2c6bb8911ca7cae928a4c53ff516105e06,ADE_train_00012174,256,256,"0,0,512,512",A snowy mountain with pine trees in the foreground,0,train
12174,train-00013-of-00023.parquet,747,b7c289f66e65995643e3bec78c741968e58353b97e69a78df407b34793ebcd5e,ADE_train_00012175,256,256,"0,0,512,512",A mountain range with snow-covered peaks and a valley with a river running through it,0,train
12175,train-00013-of-00023.parquet,748,f4a7a6796896998568d31a5b855dcec79855bfc70072c5e6cf55eef3ec87eb1b,ADE_train_00012176,256,256,"0,0,512,512",A mountainous terrain with rocky cliffs and snow-covered peaks in the background,0,train
12176,train-00013-of-00023.parquet,749,48b9c8e311f7bd3f92d00f1d175274205a4984281408ed057b361745d109e04e,ADE_train_00012177,256,256,"0,0,512,512",A mountain range with snow capped peaks in the background and a winding road leading up to the mountains,0,train
12177,train-00013-of-00023.parquet,750,8f5b03ed597c46510863f1814d24a6ee4bd0255e1b2db04100d595f47d7cd2bd,ADE_train_00012178,256,256,"0,0,512,512",A snowy mountain with a large snow covered peak in the background,0,train
12178,train-00013-of-00023.parquet,751,c6e33ca46f990665900eaae8eb3bd68d39142f2362624b7a1a046bc92767e3ec,ADE_train_00012179,256,256,"0,0,512,512",A snowy mountain road with a car driving on it,0,train
12179,train-00013-of-00023.parquet,752,194eb4ccdea3a09a99a864648011ffeab2207d5b85cb55cb0b2037e9cbfda3db,ADE_train_00012180,773,512,"130,0,642,512",A snow covered mountain with pine trees in the foreground,0,train
12180,train-00013-of-00023.parquet,753,4f73922dc7c1cf71f733c3ac3ab113e38910b606c8434d43006b73bd3129fa5d,ADE_train_00012181,778,512,"133,0,645,512",A snow-covered mountain with a clear blue sky in the background,0,train
12181,train-00013-of-00023.parquet,754,e7081bbc56cedf0e980af88ea8a72b40ba5e36eb8ea506faa24a4b8f9669cf34,ADE_train_00012182,350,233,"128,0,640,512","A large, empty movie theater with rows of blue chairs and a large screen at the front",0,train
12182,train-00013-of-00023.parquet,755,456da02584990289519813d510f715b384a77f4b51a32933f907e6f2f4ca4f95,ADE_train_00012183,256,256,"0,0,512,512","A large, empty auditorium with rows of blue chairs facing a large screen",0,train
12183,train-00013-of-00023.parquet,756,c04923425ac1c933001c0822857a9c4d8490f6cc0bcff221dfea790bef4e76c2,ADE_train_00012184,256,256,"0,0,512,512",A large auditorium with rows of red chairs facing a large screen,0,train
12184,train-00013-of-00023.parquet,757,b155dcfe90e9966de473fcc0b27bf07ca24f26fc47fd08ec41bb7da799d0cd9d,ADE_train_00012185,256,256,"0,0,512,512","A large, empty movie theater with rows of blue chairs facing a large screen",0,train
12185,train-00013-of-00023.parquet,758,3958c03a477a3b0b81fc99fe56b81ba1276a89c3a358e54640f323fdf7ea8acb,ADE_train_00012186,200,200,"0,0,512,512","A large, empty movie theater with red chairs and a large screen at the front",0,train
12186,train-00013-of-00023.parquet,759,4a3c42bff366df0a1be96dcf071c1c13c92b51ebf1189c4317beb3ed79ed6d79,ADE_train_00012187,256,256,"0,0,512,512","A large, empty movie theater with rows of red plastic chairs facing a large screen",0,train
12187,train-00013-of-00023.parquet,760,c50e61e4c37bb39b0b09e2b2619e5d46316e7341ea346606d0b7d21b7ea1e088,ADE_train_00012188,256,256,"0,0,512,512",A large room with rows of red chairs and a projector screen on the wall,0,train
12188,train-00013-of-00023.parquet,761,e945f457b083c30c9871033efdc64a4f8b6cdcf8a5ca90433a30c820310f5069,ADE_train_00012189,510,382,"86,0,598,512",A large auditorium with rows of black leather chairs facing a stage,0,train
12189,train-00013-of-00023.parquet,762,f2a7fcdc524f0bf6816881fa42eab57503a592e280cb6b1d1b59bef54f15eeeb,ADE_train_00012190,256,256,"0,0,512,512","A large, empty theater with red chairs and a screen in the front",0,train
12190,train-00013-of-00023.parquet,763,9a14cbe5c2924b44fc56bd1474211731b5803412ed1e435729cd50847303fa34,ADE_train_00012191,256,256,"0,0,512,512",A large movie theater with rows of seats facing a large screen,0,train
12191,train-00013-of-00023.parquet,764,95af5bababdefc8d9c637bd97e2cb84c17b2c6ec19ff2022dcc8ea077807728a,ADE_train_00012192,256,256,"0,0,512,512",A large auditorium with rows of red chairs facing a large screen,0,train
12192,train-00013-of-00023.parquet,765,8a56250e3ab3aa39a25610648b12cf44eed31218f240a976c58790b7eb702c7e,ADE_train_00012193,300,400,"0,85,512,597",A room with several rows of red chairs and a wooden staircase leading up to a balcony,0,train
12193,train-00013-of-00023.parquet,766,790965c405aa6a3837dd0b4dfa2d5af6979a131fcd875b02470ffbc9a9a33cdb,ADE_train_00012194,256,256,"0,0,512,512","A large, empty room with red chairs and a large screen at the front",0,train
12194,train-00013-of-00023.parquet,767,3fa8ab06f219650ea393a982dff9c0efd633859a0e3789536c15ee227446c20b,ADE_train_00012195,256,256,"0,0,512,512","A large, empty movie theater with red seats and a large screen at the front",0,train
12195,train-00013-of-00023.parquet,768,5f95eadb1f677f43097a2a42b8fc5bb8f47eca37d700fa1ecacb2b6e7a85b9ae,ADE_train_00012196,256,256,"0,0,512,512",A large auditorium with rows of red seats and a large screen at the front,0,train
12196,train-00013-of-00023.parquet,769,f865d2d89acfca01d2d0b1a23ddbf659904f98003b015e6d3a5bdf748a5a54fa,ADE_train_00012197,640,480,"85,0,597,512","A large auditorium filled with people sitting in red chairs, looking up at a screen displaying an image",0,train
12197,train-00013-of-00023.parquet,770,820c1020756be14fdf64b6e0b806b80e460efce3e02a66eba83dbadeeb42e3a9,ADE_train_00012198,256,256,"0,0,512,512",A large auditorium with a large screen in the center of the room,0,train
12198,train-00013-of-00023.parquet,771,a08b76440a214ad07fb91a39812bdb06d691c545ed050d976bd9f54b1d51acce,ADE_train_00012199,343,240,"110,0,622,512",A theater with a marquee displaying the name of the theater,0,train
12199,train-00013-of-00023.parquet,772,c3f4bc9c01d2fca4b17a088fced7585b03a06aecaa7b7390b3dff50fc142c666,ADE_train_00012200,683,512,"85,0,597,512","A large, ornate building with a sign that reads ""Egyptian Theater"" and a row of chairs in front of it",0,train
12200,train-00013-of-00023.parquet,773,b389dca68966a5a58953d3ec322eb7a3e1ce87257aabf2055d488cd1727b7f26,ADE_train_00012201,270,202,"86,0,598,512","A large, modern building with a colorful facade and large windows",0,train
12201,train-00013-of-00023.parquet,774,8de9bbcadbb05cdbaf1410b273ac9d7a7eebe651e8f1b0ce453d32e10de73c3c,ADE_train_00012202,683,512,"85,0,597,512",A theater building with a red carpet leading up to the entrance,0,train
12202,train-00013-of-00023.parquet,775,297beb0a5c75129f2d250cdbdae319e66a9a57aeeddcdd31efd17ab3a331885c,ADE_train_00012203,683,512,"85,0,597,512","A large, modern building with a glass facade and a large parking lot in front of it",0,train
