sample_id,subject,class,live,ref_image,ref_sha256,ref_width,ref_height,n_subject_images,prompt_idx,prompt_template,prompt
00279,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,4,a {0} {1} on top of pink fabric,a dog on top of pink fabric
00280,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,5,a {0} {1} on top of a wooden floor,a dog on top of a wooden floor
00281,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,6,a {0} {1} with a city in the background,a dog with a city in the background
00282,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,7,a {0} {1} with a mountain in the background,a dog with a mountain in the background
00283,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,8,a {0} {1} with a blue house in the background,a dog with a blue house in the background
00284,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,9,a {0} {1} on top of a purple rug in a forest,a dog on top of a purple rug in a forest
00285,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,10,a {0} {1} wearing a red hat,a dog wearing a red hat
00286,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,11,a {0} {1} wearing a santa hat,a dog wearing a santa hat
00287,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,12,a {0} {1} wearing a rainbow scarf,a dog wearing a rainbow scarf
00288,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,13,a {0} {1} wearing a black top hat and a monocle,a dog wearing a black top hat and a monocle
00289,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,14,a {0} {1} in a chef outfit,a dog in a chef outfit
00290,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,15,a {0} {1} in a firefighter outfit,a dog in a firefighter outfit
00291,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,16,a {0} {1} in a police outfit,a dog in a police outfit
00292,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,17,a {0} {1} wearing pink glasses,a dog wearing pink glasses
00293,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,18,a {0} {1} wearing a yellow shirt,a dog wearing a yellow shirt
00294,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,19,a {0} {1} in a purple wizard outfit,a dog in a purple wizard outfit
00295,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,20,a red {0} {1},a red dog
00296,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,21,a purple {0} {1},a purple dog
00297,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,22,a shiny {0} {1},a shiny dog
00298,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,23,a wet {0} {1},a wet dog
00299,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,24,a cube shaped {0} {1},a cube shaped dog
00300,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,0,a {0} {1} in the jungle,a dog in the jungle
00301,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,1,a {0} {1} in the snow,a dog in the snow
00302,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,2,a {0} {1} on the beach,a dog on the beach
00303,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,3,a {0} {1} on a cobblestone street,a dog on a cobblestone street
00304,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,4,a {0} {1} on top of pink fabric,a dog on top of pink fabric
00305,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,5,a {0} {1} on top of a wooden floor,a dog on top of a wooden floor
00306,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,6,a {0} {1} with a city in the background,a dog with a city in the background
00307,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,7,a {0} {1} with a mountain in the background,a dog with a mountain in the background
00308,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,8,a {0} {1} with a blue house in the background,a dog with a blue house in the background
00309,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,9,a {0} {1} on top of a purple rug in a forest,a dog on top of a purple rug in a forest
00310,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,10,a {0} {1} wearing a red hat,a dog wearing a red hat
00311,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,11,a {0} {1} wearing a santa hat,a dog wearing a santa hat
00312,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,12,a {0} {1} wearing a rainbow scarf,a dog wearing a rainbow scarf
00313,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,13,a {0} {1} wearing a black top hat and a monocle,a dog wearing a black top hat and a monocle
00314,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,14,a {0} {1} in a chef outfit,a dog in a chef outfit
00315,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,15,a {0} {1} in a firefighter outfit,a dog in a firefighter outfit
00316,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,16,a {0} {1} in a police outfit,a dog in a police outfit
00317,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,17,a {0} {1} wearing pink glasses,a dog wearing pink glasses
00318,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,18,a {0} {1} wearing a yellow shirt,a dog wearing a yellow shirt
00319,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,19,a {0} {1} in a purple wizard outfit,a dog in a purple wizard outfit
00320,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,20,a red {0} {1},a red dog
00321,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,21,a purple {0} {1},a purple dog
00322,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,22,a shiny {0} {1},a shiny dog
00323,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,23,a wet {0} {1},a wet dog
00324,dog3,dog,1,00.jpg,fbcd579dce6815fda0908bbad98e7d4e8e14a21253c9f2aa66c8e158109f0c35,1093,1093,6,24,a cube shaped {0} {1},a cube shaped dog
00325,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,0,a {0} {1} in the jungle,a dog in the jungle
00326,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,1,a {0} {1} in the snow,a dog in the snow
00327,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,2,a {0} {1} on the beach,a dog on the beach
00328,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,3,a {0} {1} on a cobblestone street,a dog on a cobblestone street
00329,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,4,a {0} {1} on top of pink fabric,a dog on top of pink fabric
00330,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,5,a {0} {1} on top of a wooden floor,a dog on top of a wooden floor
00331,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,6,a {0} {1} with a city in the background,a dog with a city in the background
00332,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,7,a {0} {1} with a mountain in the background,a dog with a mountain in the background
00333,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,8,a {0} {1} with a blue house in the background,a dog with a blue house in the background
00334,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,9,a {0} {1} on top of a purple rug in a forest,a dog on top of a purple rug in a forest
00335,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,10,a {0} {1} wearing a red hat,a dog wearing a red hat
00336,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,11,a {0} {1} wearing a santa hat,a dog wearing a santa hat
00337,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,12,a {0} {1} wearing a rainbow scarf,a dog wearing a rainbow scarf
00338,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,13,a {0} {1} wearing a black top hat and a monocle,a dog wearing a black top hat and a monocle
00339,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,14,a {0} {1} in a chef outfit,a dog in a chef outfit
00340,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,15,a {0} {1} in a firefighter outfit,a dog in a firefighter outfit
00341,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,16,a {0} {1} in a police outfit,a dog in a police outfit
00342,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,17,a {0} {1} wearing pink glasses,a dog wearing pink glasses
00343,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,18,a {0} {1} wearing a yellow shirt,a dog wearing a yellow shirt
00344,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,19,a {0} {1} in a purple wizard outfit,a dog in a purple wizard outfit
00345,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,20,a red {0} {1},a red dog
00346,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,21,a purple {0} {1},a purple dog
00347,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,22,a shiny {0} {1},a shiny dog
00348,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,23,a wet {0} {1},a wet dog
00349,dog5,dog,1,00.jpg,42e96a78608ec2644115b964f5f97ddc48d099f5c458863a7070f4c83aab1a90,1440,1440,5,24,a cube shaped {0} {1},a cube shaped dog
00350,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,0,a {0} {1} in the jungle,a dog in the jungle
00351,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,1,a {0} {1} in the snow,a dog in the snow
00352,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,2,a {0} {1} on the beach,a dog on the beach
00353,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,3,a {0} {1} on a cobblestone street,a dog on a cobblestone street
00354,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,4,a {0} {1} on top of pink fabric,a dog on top of pink fabric
00355,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,5,a {0} {1} on top of a wooden floor,a dog on top of a wooden floor
00356,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,6,a {0} {1} with a city in the background,a dog with a city in the background
00357,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,7,a {0} {1} with a mountain in the background,a dog with a mountain in the background
00358,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,8,a {0} {1} with a blue house in the background,a dog with a blue house in the background
00359,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,9,a {0} {1} on top of a purple rug in a forest,a dog on top of a purple rug in a forest
00360,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,10,a {0} {1} wearing a red hat,a dog wearing a red hat
00361,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,11,a {0} {1} wearing a santa hat,a dog wearing a santa hat
00362,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,12,a {0} {1} wearing a rainbow scarf,a dog wearing a rainbow scarf
00363,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,13,a {0} {1} wearing a black top hat and a monocle,a dog wearing a black top hat and a monocle
00364,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,14,a {0} {1} in a chef outfit,a dog in a chef outfit
00365,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,15,a {0} {1} in a firefighter outfit,a dog in a firefighter outfit
00366,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,16,a {0} {1} in a police outfit,a dog in a police outfit
00367,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,17,a {0} {1} wearing pink glasses,a dog wearing pink glasses
00368,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,18,a {0} {1} wearing a yellow shirt,a dog wearing a yellow shirt
00369,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,19,a {0} {1} in a purple wizard outfit,a dog in a purple wizard outfit
00370,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,20,a red {0} {1},a red dog
00371,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,21,a purple {0} {1},a purple dog
00372,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,22,a shiny {0} {1},a shiny dog
00373,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,23,a wet {0} {1},a wet dog
00374,dog6,dog,1,00.jpg,1df8d68a0d7967146ce46f5e0da80b891d335bc3e3e01512924a1eb9625592fa,1282,1282,5,24,a cube shaped {0} {1},a cube shaped dog
00375,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,0,a {0} {1} in the jungle,a dog in the jungle
00376,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,1,a {0} {1} in the snow,a dog in the snow
00377,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,2,a {0} {1} on the beach,a dog on the beach
00378,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,3,a {0} {1} on a cobblestone street,a dog on a cobblestone street
00379,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,4,a {0} {1} on top of pink fabric,a dog on top of pink fabric
00380,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,5,a {0} {1} on top of a wooden floor,a dog on top of a wooden floor
00381,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,6,a {0} {1} with a city in the background,a dog with a city in the background
00382,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,7,a {0} {1} with a mountain in the background,a dog with a mountain in the background
00383,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,8,a {0} {1} with a blue house in the background,a dog with a blue house in the background
00384,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,9,a {0} {1} on top of a purple rug in a forest,a dog on top of a purple rug in a forest
00385,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,10,a {0} {1} wearing a red hat,a dog wearing a red hat
00386,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,11,a {0} {1} wearing a santa hat,a dog wearing a santa hat
00387,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,12,a {0} {1} wearing a rainbow scarf,a dog wearing a rainbow scarf
00388,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,13,a {0} {1} wearing a black top hat and a monocle,a dog wearing a black top hat and a monocle
00389,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,14,a {0} {1} in a chef outfit,a dog in a chef outfit
00390,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,15,a {0} {1} in a firefighter outfit,a dog in a firefighter outfit
00391,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,16,a {0} {1} in a police outfit,a dog in a police outfit
00392,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,17,a {0} {1} wearing pink glasses,a dog wearing pink glasses
00393,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,18,a {0} {1} wearing a yellow shirt,a dog wearing a yellow shirt
00394,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,19,a {0} {1} in a purple wizard outfit,a dog in a purple wizard outfit
00395,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,20,a red {0} {1},a red dog
00396,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,21,a purple {0} {1},a purple dog
00397,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,22,a shiny {0} {1},a shiny dog
00398,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,23,a wet {0} {1},a wet dog
00399,dog7,dog,1,00.jpg,2f3f49cc7247fe97302fe98ce7244153b98de89c9785c511035b01758a147426,1230,1230,5,24,a cube shaped {0} {1},a cube shaped dog
00400,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,0,a {0} {1} in the jungle,a dog in the jungle
00401,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,1,a {0} {1} in the snow,a dog in the snow
00402,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,2,a {0} {1} on the beach,a dog on the beach
00403,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,3,a {0} {1} on a cobblestone street,a dog on a cobblestone street
00404,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,4,a {0} {1} on top of pink fabric,a dog on top of pink fabric
00405,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,5,a {0} {1} on top of a wooden floor,a dog on top of a wooden floor
00406,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,6,a {0} {1} with a city in the background,a dog with a city in the background
00407,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,7,a {0} {1} with a mountain in the background,a dog with a mountain in the background
00408,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,8,a {0} {1} with a blue house in the background,a dog with a blue house in the background
00409,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,9,a {0} {1} on top of a purple rug in a forest,a dog on top of a purple rug in a forest
00410,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,10,a {0} {1} wearing a red hat,a dog wearing a red hat
00411,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,11,a {0} {1} wearing a santa hat,a dog wearing a santa hat
00412,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,12,a {0} {1} wearing a rainbow scarf,a dog wearing a rainbow scarf
00413,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,13,a {0} {1} wearing a black top hat and a monocle,a dog wearing a black top hat and a monocle
00414,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,14,a {0} {1} in a chef outfit,a dog in a chef outfit
00415,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,15,a {0} {1} in a firefighter outfit,a dog in a firefighter outfit
00416,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,16,a {0} {1} in a police outfit,a dog in a police outfit
00417,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,17,a {0} {1} wearing pink glasses,a dog wearing pink glasses
00418,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,18,a {0} {1} wearing a yellow shirt,a dog wearing a yellow shirt
00419,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,19,a {0} {1} in a purple wizard outfit,a dog in a purple wizard outfit
00420,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,20,a red {0} {1},a red dog
00421,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,21,a purple {0} {1},a purple dog
00422,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,22,a shiny {0} {1},a shiny dog
00423,dog8,dog,1,00.jpg,0c14902bd3fc3101ff1a27a1bbe9f6632466ae27db95eea1b2f94352341facd9,1280,1280,5,23,a wet {0} {1},a wet dog
