sample_id,source_file,source_row,sha256,direction,collection,item,category,caption,blocked,split
11269,train-00009-of-00032.parquet,11,a2c129084f00c88019deafee7441d81d049f030dda6cdf5d62c392162b8c8113,1,collection_2,A large cargo aircraft on a mission.,,"Set against a flawless white backdrop, it is evenly illuminated to reveal its sleek yet robust structure from a striking three-quarter view, emphasizing the intricacies of its cargo loading mechanism and aerodynamic design.",,train
11270,train-00009-of-00032.parquet,20,245d50c84af2e24176e3698510b50d0aa8481d071c70ad7cbc1138ab25b2eb81,0,collection_2,"A sleek, elegant, lightweight flying machine.",,"Amidst the towering peaks of the sunlit mountains, it navigates the thin air with precision, the crisp, clear atmosphere enhancing its streamlined form.",,train
11271,train-00009-of-00032.parquet,20,245d50c84af2e24176e3698510b50d0aa8481d071c70ad7cbc1138ab25b2eb81,1,collection_2,"A sleek, elegant, lightweight flying machine.",,"In a professional studio setting, it is captured against a pristine white background, with bright, even lighting highlighting its smooth, aerodynamic structure and every subtle curve, showcasing the elegance of its design in a perfect three-quarter view.",,train
11272,train-00009-of-00032.parquet,26,337b3c57c41a77ca0e88d6441e014cdd7a8e6a8c7e5ae812a7382cbf2d77374c,0,collection_2,A classic sailboat with elegant sails.,,"Caught in a gentle breeze, it cuts through the clear blue sea with white foam in its wake, the photo taken from an overhead drone capturing the full spread of its sails against the endless ocean.",,train
11273,train-00009-of-00032.parquet,26,337b3c57c41a77ca0e88d6441e014cdd7a8e6a8c7e5ae812a7382cbf2d77374c,1,collection_2,A classic sailboat with elegant sails.,,"Positioned on a plain white background, this item is presented in a three-quarter view under bright, even lighting that highlights its streamlined hull and perfectly billowing sails, with every detail of its craftsmanship crisply outlined.",,train
11274,train-00009-of-00032.parquet,32,5fd7859b1c59c700a9b84d1fdc2de0eac828e174ca05a5773b87e89e35d902a3,0,collection_2,A classic sailboat with elegant sails.,,"Lying at anchor at the end of a wooden pier, its lines are illuminated by the warm hues of dawn, with small waves lightly lapping the shore.",,train
11275,train-00009-of-00032.parquet,32,5fd7859b1c59c700a9b84d1fdc2de0eac828e174ca05a5773b87e89e35d902a3,1,collection_2,A classic sailboat with elegant sails.,,"Positioned on a plain white background, this item is presented in a three-quarter view under bright, even lighting that highlights its streamlined hull and perfectly billowing sails, with every detail of its craftsmanship crisply outlined.",,train
11276,train-00009-of-00032.parquet,39,f8e96d44c15094257fc067dd27047f63b9b97ac4c94fc1685f3dbe3383a6f49d,0,collection_2,An agile vessel for water adventures.,,"From the stern looking forward, it carries a group of jubilant passengers beneath the brilliant colors of a late afternoon sun.",,train
11277,train-00009-of-00032.parquet,39,f8e96d44c15094257fc067dd27047f63b9b97ac4c94fc1685f3dbe3383a6f49d,1,collection_2,An agile vessel for water adventures.,,"In a professional studio setting, it is captured in a three-quarter view against a seamless white background, its streamlined body and vibrant hull colors perfectly highlighted by uniform, shadowless lighting to emphasize its sporty contours and sleek design.",,train
11278,train-00009-of-00032.parquet,45,582029cefdea4117ce745cc5d6a255801985fa58c79c436ba2069feb9864cb44,0,collection_2,A quaint and rugged fishing vessel.,,"Basked in the golden glow of sunrise, it rests gracefully on calm waters framed by towering cliffs adorned with lush greenery and the calls of waking wildlife.",,train
11279,train-00009-of-00032.parquet,45,582029cefdea4117ce745cc5d6a255801985fa58c79c436ba2069feb9864cb44,1,collection_2,A quaint and rugged fishing vessel.,,"This item is prominently displayed against a pristine white backdrop, with soft, even lighting capturing every detail of its wooden structure and scaled-down rigging, providing a meticulous front-view perspective.",,train
11280,train-00009-of-00032.parquet,46,d2fce1d0e19a8265fd5b0f035f3431d0def8ffb6f96f12b28a93b5aff2bd7e17,0,collection_2,A quaint and rugged fishing vessel.,,"Gliding through a wide river under a starry night, it weaves between gentle ripples with the twinkling lights of a distant city glistening in the water.",,train
11281,train-00009-of-00032.parquet,46,d2fce1d0e19a8265fd5b0f035f3431d0def8ffb6f96f12b28a93b5aff2bd7e17,1,collection_2,A quaint and rugged fishing vessel.,,"This item is prominently displayed against a pristine white backdrop, with soft, even lighting capturing every detail of its wooden structure and scaled-down rigging, providing a meticulous front-view perspective.",,train
11282,train-00009-of-00032.parquet,47,32f09ae57b15ad50dee7f08aa9302823053c88af120edecfe066a73f8e164fce,0,collection_2,A quaint and rugged fishing vessel.,,"Captured from an aerial view as it sails through a vibrant coral reef, vibrant schools of fish dart beneath its shadow in the clear azure ocean below.",,train
11283,train-00009-of-00032.parquet,47,32f09ae57b15ad50dee7f08aa9302823053c88af120edecfe066a73f8e164fce,1,collection_2,A quaint and rugged fishing vessel.,,"This item is prominently displayed against a pristine white backdrop, with soft, even lighting capturing every detail of its wooden structure and scaled-down rigging, providing a meticulous front-view perspective.",,train
11284,train-00009-of-00032.parquet,53,f6ad8ab09f09fface13374e54377548e9b8139d288542413439bcf1e2be98144,0,collection_2,A luxurious yacht for sea adventures.,,"Captured from the side amidst a summer storm, it bravely navigates choppy waters, the dramatic clouds and flashes of lightning adding intense drama.",,train
11285,train-00009-of-00032.parquet,53,f6ad8ab09f09fface13374e54377548e9b8139d288542413439bcf1e2be98144,1,collection_2,A luxurious yacht for sea adventures.,,"Set against a seamless white backdrop, it stands out under uniform lighting, showcasing its sleek lines, polished exterior, and luxurious detailing from a three-quarter angle.",,train
11286,train-00009-of-00032.parquet,60,8d864c866bcbd0458c22978e9ce88ab2bb0d0d4b85bb849f87a05dfa800e5fa8,0,collection_2,A rugged and versatile pickup truck.,,"Perched atop a rocky mountain trail, this vehicle overlooks a sprawling green valley, bathed in the golden glow of dawn, with birds soaring above.",,train
11287,train-00009-of-00032.parquet,60,8d864c866bcbd0458c22978e9ce88ab2bb0d0d4b85bb849f87a05dfa800e5fa8,1,collection_2,A rugged and versatile pickup truck.,,"Against a seamless white background, it is captured in a three-quarter view, showcasing its robust frame and sleek design under evenly distributed high-key lighting, highlighting every curve and detail with precision.",,train
11288,train-00009-of-00032.parquet,68,0cf28ad3c07ac1097e1b5d4f0357d6b0011fe133ee0babd17a8d34305cd9a3ad,0,collection_2,A versatile and durable delivery vehicle.,,"This item is parked on a busy pier at dusk, surrounded by the vibrant colors of boats and seagulls flying overhead, as the sun sets over the ocean.",,train
11289,train-00009-of-00032.parquet,68,0cf28ad3c07ac1097e1b5d4f0357d6b0011fe133ee0babd17a8d34305cd9a3ad,1,collection_2,A versatile and durable delivery vehicle.,,"In a professional studio, this item sits against a plain white background with uniform, high-key lighting highlighting its sleek design and robust cargo section, offering a clear three-quarter view that emphasizes its features without shadows.",,train
11290,train-00009-of-00032.parquet,92,122aee9511a355894c37763da806f823d4f23a520ebeb5c102b734a693473ee4,0,collection_2,"A sleek aluminum kick scooter, foldable and lightweight.",,"In the dim glow of street lamps, it leans gracefully against a brick wall, with the rain-soaked pavement beneath reflecting the shimmering city lights in the night.",,train
11291,train-00009-of-00032.parquet,92,122aee9511a355894c37763da806f823d4f23a520ebeb5c102b734a693473ee4,1,collection_2,"A sleek aluminum kick scooter, foldable and lightweight.",,"In a professional studio, it stands out against a plain white background under bright, even lighting, showcasing its sleek design and folding mechanism from a three-quarter view perspective, capturing its minimalist elegance with crisp focus.",,train
11292,train-00009-of-00032.parquet,96,22d1cce0207fc2e33e91f2df6f6c054c7207de8953fba2a3ee1acca7896788a0,0,collection_2,"A sleek aluminum kick scooter, foldable and lightweight.",,"Against the towering silhouettes of modern skyscrapers, it stands prominently in a plaza, highlighted by the warm dawn light with a few early walkers in the background.",,train
11293,train-00009-of-00032.parquet,96,22d1cce0207fc2e33e91f2df6f6c054c7207de8953fba2a3ee1acca7896788a0,1,collection_2,"A sleek aluminum kick scooter, foldable and lightweight.",,"In a professional studio, it stands out against a plain white background under bright, even lighting, showcasing its sleek design and folding mechanism from a three-quarter view perspective, capturing its minimalist elegance with crisp focus.",,train
11294,train-00009-of-00032.parquet,97,bd606a440db4852460052d796b3b5fc8501aa5816be255f52ede186b0e142e95,0,collection_2,Sleek and modern personal electric transport device.,,"In a bustling city plaza, it stands ready near a café, basking in the warm glow of the late afternoon sun as urbanites stroll by in the background.",,train
11295,train-00009-of-00032.parquet,97,bd606a440db4852460052d796b3b5fc8501aa5816be255f52ede186b0e142e95,1,collection_2,Sleek and modern personal electric transport device.,,"Positioned on a seamless white background, it is shown in a precise three-quarter view under bright, even lighting, highlighting its sleek frame, ergonomic handlebars, and futuristic dashboard, with every detail sharply in focus.",,train
11296,train-00009-of-00032.parquet,105,f51fa25aaab6c6ffd2946407e7d9c79e18a8e6e8dfe550fe4a94686328b648dd,0,collection_2,"A durable, user-friendly mobility aid.",,"In a sunlit park, it glides along a winding path surrounded by tall trees, casting soft shadows from the afternoon light filtering through the leaves.",,train
11297,train-00009-of-00032.parquet,105,f51fa25aaab6c6ffd2946407e7d9c79e18a8e6e8dfe550fe4a94686328b648dd,1,collection_2,"A durable, user-friendly mobility aid.",,"In a professional studio against a plain white background, it is captured in a three-quarter view with uniform high-key lighting, highlighting its ergonomic controls, sturdy tires, and cushioned seat, emphasizing every detail in crisp clarity.",,train
11298,train-00009-of-00032.parquet,110,7af371903dd78e0c947b5ddbd44cc76a4ae80e3f71804e15be0a4ace7ef26c34,0,collection_2,"A durable, user-friendly mobility aid.",,"Inside a shopping mall, it maneuvers effortlessly past trendy stores, under the bright artificial lights reflecting off sleek tile floors and through bustling crowds.",,train
11299,train-00009-of-00032.parquet,110,7af371903dd78e0c947b5ddbd44cc76a4ae80e3f71804e15be0a4ace7ef26c34,1,collection_2,"A durable, user-friendly mobility aid.",,"In a professional studio against a plain white background, it is captured in a three-quarter view with uniform high-key lighting, highlighting its ergonomic controls, sturdy tires, and cushioned seat, emphasizing every detail in crisp clarity.",,train
11300,train-00009-of-00032.parquet,113,7dd7f3fa437a738a03dfb31f7604e8677084cfa996ee0ad48cebb32efd0912ce,0,collection_2,A compact and versatile folding scooter.,,"In a bustling city park, it rests against a wooden bench under the soft golden light of an early autumn afternoon, surrounded by fallen leaves and distant skyscrapers.",,train
11301,train-00009-of-00032.parquet,113,7dd7f3fa437a738a03dfb31f7604e8677084cfa996ee0ad48cebb32efd0912ce,1,collection_2,A compact and versatile folding scooter.,,"In a professional studio setting, it is centered on a plain white background, illuminated by uniform high-key lighting that highlights its sleek and compact design, showing off its folding mechanism from a three-quarter view.",,train
11302,train-00009-of-00032.parquet,122,970dfaef359bce9b42adb46f7fa9fb58e4f8f0d37db68a69ecdd053a060c0f8d,0,collection_2,A powerful underwater vessel with nuclear capabilities.,,"Submerged just beneath the clear, tropical waters, its streamlined form is distorted by the sunlit waves above, against a backdrop of colorful coral reefs.",,train
11303,train-00009-of-00032.parquet,122,970dfaef359bce9b42adb46f7fa9fb58e4f8f0d37db68a69ecdd053a060c0f8d,1,collection_2,A powerful underwater vessel with nuclear capabilities.,,"Positioned against a pure white backdrop, this item is captured in a pristine three-quarter view under soft, uniform lighting, emphasizing the sleek contours and intricate detailing of its outer shell, with meticulous focus on its periscope and conning tower structures.",,train
11304,train-00009-of-00032.parquet,128,c8a45cb8af526df8b741dc9ea3c2dad06e016d42f9a17a477be7e7eb3f835d00,0,collection_2,A powerful underwater vessel with nuclear capabilities.,,"Floating in the calm, azure expanse of an endless ocean, it is caught from a distance under brilliant afternoon sunlight, mingling with the vast horizon.",,train
11305,train-00009-of-00032.parquet,128,c8a45cb8af526df8b741dc9ea3c2dad06e016d42f9a17a477be7e7eb3f835d00,1,collection_2,A powerful underwater vessel with nuclear capabilities.,,"Positioned against a pure white backdrop, this item is captured in a pristine three-quarter view under soft, uniform lighting, emphasizing the sleek contours and intricate detailing of its outer shell, with meticulous focus on its periscope and conning tower structures.",,train
11306,train-00009-of-00032.parquet,130,0596e1cb16a35e63c1fb4f3d317ca9dcd4217eb8caf7a5554e680cac6ce5568a,0,collection_2,"A vibrant, yellow tourist submarine with large windows.",,"Floating just beneath the surface in a bustling marina, seen from above as seagulls circle overhead, it mirrors the warm glow of an early sunset while yachts and sailboats decorate the horizon.",,train
11307,train-00009-of-00032.parquet,130,0596e1cb16a35e63c1fb4f3d317ca9dcd4217eb8caf7a5554e680cac6ce5568a,1,collection_2,"A vibrant, yellow tourist submarine with large windows.",,"Positioned in a professional studio, it stands out against a plain white background, captured in three-quarter view under uniform, high-key lighting that highlights its streamlined form, vibrant color, and large, transparent windows.",,train
11308,train-00009-of-00032.parquet,136,818ef3caf8dbf92a5e3978f59ff8d3e01225b32c3533a0361b0c8707a061c395,0,collection_2,"A vibrant, yellow tourist submarine with large windows.",,"Docked at a famous pier under the noonday sun, captured from a side profile, crowds of tourists eagerly observe as seagulls swoop nearby, and the distant cityscape looms on the horizon.",,train
11309,train-00009-of-00032.parquet,136,818ef3caf8dbf92a5e3978f59ff8d3e01225b32c3533a0361b0c8707a061c395,1,collection_2,"A vibrant, yellow tourist submarine with large windows.",,"Positioned in a professional studio, it stands out against a plain white background, captured in three-quarter view under uniform, high-key lighting that highlights its streamlined form, vibrant color, and large, transparent windows.",,train
11310,train-00009-of-00032.parquet,137,2a49554feed4ceff823191c4cbcef84d761626b2196e21ad21931f7b42e5ddc1,0,collection_2,An advanced ocean exploration vessel.,,"Nestled on the ocean floor, it sits partially illuminated by the sunlight filtering down through the clear water, with vibrant coral reefs and colorful fish surrounding its sleek hull.",,train
11311,train-00009-of-00032.parquet,137,2a49554feed4ceff823191c4cbcef84d761626b2196e21ad21931f7b42e5ddc1,1,collection_2,An advanced ocean exploration vessel.,,"Set against a pristine white background with perfectly even lighting, it is positioned in a three-quarter view, showcasing its streamlined hull, intricate navigational instruments, and research module details, all in sharp focus to highlight its advanced engineering.",,train
11312,train-00009-of-00032.parquet,138,73860a0d3925cbb1b1517308800317ad7012aa6d2a6c363b94b4121f5ca6df0c,0,collection_2,An advanced ocean exploration vessel.,,"Silhouetted against the moonlit sea, it glides silently through the dark waters, with a trail of bubbles marking its passage beneath the shimmering full moon.",,train
11313,train-00009-of-00032.parquet,138,73860a0d3925cbb1b1517308800317ad7012aa6d2a6c363b94b4121f5ca6df0c,1,collection_2,An advanced ocean exploration vessel.,,"Set against a pristine white background with perfectly even lighting, it is positioned in a three-quarter view, showcasing its streamlined hull, intricate navigational instruments, and research module details, all in sharp focus to highlight its advanced engineering.",,train
11314,train-00009-of-00032.parquet,150,de658f2eb817a5a76b192e597fb31e2ea4885104b7762f4c00689ff6696478a9,0,collection_2,"A small, sleek underwater exploration vehicle.",,"In an arctic landscape beneath overcast skies, it cuts through icy waters, surrounded by floating icebergs and the occasional seal peeking from the ice-bound shores.",,train
11315,train-00009-of-00032.parquet,150,de658f2eb817a5a76b192e597fb31e2ea4885104b7762f4c00689ff6696478a9,1,collection_2,"A small, sleek underwater exploration vehicle.",,"Illuminated in bright, even light against a plain white background, its smooth contours and compact design are in sharp focus, showcasing its streamlined body and detailed features with no shadows to distract from its form.",,train
11316,train-00009-of-00032.parquet,167,99ab237d6d9566c63963e48b56ac5ffba30cf3b71e21e7aed4fd5f2a6a86b415,0,collection_2,A versatile and speedy rescue vehicle.,,"Parked on a grassy hill overlooking a festival, its bright colors stand out against a backdrop of colorful tents and a crowd enjoying the warm midday sun.",,train
11317,train-00009-of-00032.parquet,167,99ab237d6d9566c63963e48b56ac5ffba30cf3b71e21e7aed4fd5f2a6a86b415,1,collection_2,A versatile and speedy rescue vehicle.,,"Against a seamless white backdrop in a professional studio, it is perfectly illuminated to highlight its streamlined shape and bright emergency insignias, with careful attention to every detail from its powerful turbines to its sturdy base, captured in a three-quarter view that showcases its design features.",,train
11318,train-00009-of-00032.parquet,172,adf6e094d20d7786ede29c33bd5d7538fb29a88a5c3acf8883a078dbb1b3854f,0,collection_2,A robust and versatile amphibious vehicle.,,"Coasting smoothly across a placid lake during a tranquil sunset, the mirrored image of crimson and peach hues ripple softly around its sturdy frame, while distant mountains loom under a twilight veil.",,train
11319,train-00009-of-00032.parquet,172,adf6e094d20d7786ede29c33bd5d7538fb29a88a5c3acf8883a078dbb1b3854f,1,collection_2,A robust and versatile amphibious vehicle.,,"Set against a pristine white backdrop, this piece is illuminated evenly to showcase its robust design and angular features, captured from a three-quarter view that highlights its detailed construction and utilitarian form.",,train
11320,train-00009-of-00032.parquet,183,1cbef82310e28c0252fb07fbb8e9b692642fc80aa0708660eb55d1cf51b34073,0,collection_2,"A large, floating water transport vehicle.",,"In a high-angle perspective, it glides over icy waters of a polar landscape, with icebergs looming in the background like stately sculptures.",,train
11321,train-00009-of-00032.parquet,183,1cbef82310e28c0252fb07fbb8e9b692642fc80aa0708660eb55d1cf51b34073,1,collection_2,"A large, floating water transport vehicle.",,"In a professional studio setting with a seamless white background, this item is depicted in a three-quarter view, its contours and detailing accented by even, shadow-free lighting that highlights its streamlined shape and innovative design features.",,train
11322,train-00009-of-00032.parquet,195,9846720470c6b5e84b4fe0448ade2973beb4f6e07aac6f5ca6a4d083284e0972,0,collection_2,A white cargo van built for transporting goods.,,"Photographed at sunset from a low angle, its headlights (on) gleam as it rests by a desolate beach, with golden sand and gentle waves in the background.",,train
11323,train-00009-of-00032.parquet,195,9846720470c6b5e84b4fe0448ade2973beb4f6e07aac6f5ca6a4d083284e0972,1,collection_2,A white cargo van built for transporting goods.,,"In a professional studio with a seamless white background, it is presented in a three-quarter view under bright, even lighting, highlighting its spacious cargo area, sleek sides, and utilitarian design features without any shadows distracting from its crisp, clean lines.",,train
11324,train-00009-of-00032.parquet,200,84ef1ba1946c8f5f254eb49860d72328680a09cfddd124d4a700b72cf5c447f0,0,collection_2,A white cargo van built for transporting goods.,,"Caught in a desert setting at high noon, it stands out starkly against the shimmering sands and distant, rocky outcrops under the bright, intense sun.",,train
11325,train-00009-of-00032.parquet,200,84ef1ba1946c8f5f254eb49860d72328680a09cfddd124d4a700b72cf5c447f0,1,collection_2,A white cargo van built for transporting goods.,,"In a professional studio with a seamless white background, it is presented in a three-quarter view under bright, even lighting, highlighting its spacious cargo area, sleek sides, and utilitarian design features without any shadows distracting from its crisp, clean lines.",,train
11326,train-00009-of-00032.parquet,201,177f252ebc37c4fa80680accff9a2b2f8a50d053d599f7def319e2dda530ebde,0,collection_2,A versatile and comfortable conversion van.,,"Parked on a secluded cliffside overlooking the ocean at sunset, it basks in the warm glow of the golden hour, with waves gently crashing in the background.",,train
11327,train-00009-of-00032.parquet,201,177f252ebc37c4fa80680accff9a2b2f8a50d053d599f7def319e2dda530ebde,1,collection_2,A versatile and comfortable conversion van.,,"Positioned in a three-quarter view in a professional studio, it stands against a plain white background, while high-key lighting accentuates its sleek silhouette and detailed features without any shadows.",,train
11328,train-00009-of-00032.parquet,203,3c695592467f4c92adc3bab98f51cb1d81404db7b005714af85c04b7ce874007,0,collection_2,A versatile and comfortable conversion van.,,"Under the neon lights of a bustling city street, it reflects the vivid colors of shop signs and passing cars, while the nightlife buzzes all around.",,train
11329,train-00009-of-00032.parquet,203,3c695592467f4c92adc3bab98f51cb1d81404db7b005714af85c04b7ce874007,1,collection_2,A versatile and comfortable conversion van.,,"Positioned in a three-quarter view in a professional studio, it stands against a plain white background, while high-key lighting accentuates its sleek silhouette and detailed features without any shadows.",,train
11330,train-00009-of-00032.parquet,215,7d706225258a0c1b959dc9acdd1ef3d260fc847d3cb06e86dab7d4f37b20c2bd,0,collection_2,"A spacious, multi-passenger transport vehicle.",,"On a quiet college campus, it waits in front of the historic ivy-covered main building, bathed in the soft glow of lantern lights as evening falls.",,train
11331,train-00009-of-00032.parquet,215,7d706225258a0c1b959dc9acdd1ef3d260fc847d3cb06e86dab7d4f37b20c2bd,1,collection_2,"A spacious, multi-passenger transport vehicle.",,"In a professional studio, it sits against a pristine white backdrop, perfectly lit by soft, even lighting that highlights its sleek contours and spacious interior from a three-quarter front view, inviting inspection of its modern design and clean lines.",,train
11332,train-00009-of-00032.parquet,237,7e497d482e3ae466bfa947b600da53f4c035741492a924695e629a24399a8142,0,collection_2,A sleek and aerodynamic racing tricycle.,,"In a children’s park at dawn, seen from a low angle, it casts long shadows over dew-covered grass, while colorful swings and slides peek in the distance.",,train
11333,train-00009-of-00032.parquet,237,7e497d482e3ae466bfa947b600da53f4c035741492a924695e629a24399a8142,1,collection_2,A sleek and aerodynamic racing tricycle.,,"In a professional studio, on a pure white backdrop under uniform high-key lighting, this sleek item is positioned in a three-quarter view, highlighting its aerodynamic frame, ergonomic seat, and precision-crafted wheels.",,train
11334,train-00009-of-00032.parquet,244,c4f1928049d19aeb32daadcb0af2e817c464a31ddb71a38fee1f1beafc7d49ff,0,collection_2,A sturdy three-wheeled cargo transporter.,,"In a quiet countryside road under a canopy of trees, its silhouette is bathed in the soft, dappled light of late afternoon.",,train
11335,train-00009-of-00032.parquet,244,c4f1928049d19aeb32daadcb0af2e817c464a31ddb71a38fee1f1beafc7d49ff,1,collection_2,A sturdy three-wheeled cargo transporter.,,"Inside a professional studio with a plain white background and uniform high-key lighting, it is captured in a three-quarter view, showcasing its spacious cargo area and sturdy design with sharp focus ensuring every detail is crisply visible.",,train
11336,train-00009-of-00032.parquet,251,16be3272e92be00651d8b91aa236f915f929f6af3dc3ed278d70c82d93083b1f,0,collection_2,"A rugged, camouflaged aerial military vehicle.",,"Gliding low over a vast desert, casting a long shadow on the golden dunes under the searing afternoon sun.",,train
11337,train-00009-of-00032.parquet,251,16be3272e92be00651d8b91aa236f915f929f6af3dc3ed278d70c82d93083b1f,1,collection_2,"A rugged, camouflaged aerial military vehicle.",,"Set dramatically against a plain white background with high-key lighting, it is captured in a three-quarter view, showcasing its sleek design, detailed rotor blades, and camouflaged body with crisp clarity.",,train
11338,train-00009-of-00032.parquet,269,d04801d3fd1cc1d51681c7f3620fd05cc6ed26510a3615d06cefbe7f248b8083,0,collection_2,A vibrant news helicopter capturing aerial footage.,,"Floating peacefully amidst fluffy clouds on a bright summer day, its vibrant colors stand out starkly against the deep blue sky, with clear visibility of the distant horizon.",,train
11339,train-00009-of-00032.parquet,269,d04801d3fd1cc1d51681c7f3620fd05cc6ed26510a3615d06cefbe7f248b8083,1,collection_2,A vibrant news helicopter capturing aerial footage.,,"In a professional studio, it is elegantly displayed against a crisp white background, with even, bright lighting accentuating its vibrant livery and sleek contours from a three-quarter view perspective, highlighting the intricacy of its rotor design and the sophisticated broadcasting apparatus attached to its body.",,train
11340,train-00009-of-00032.parquet,274,d4a38bc0700d101a90bcffe51f0ad1c2b517970ce68fefcd49d556cb3759a1e3,0,collection_2,Aerial sightseeing vehicle with panoramic views.,,"Gliding above the rugged coastline at sunrise, this item is caught against the warm hues of the sky with the ocean waves crashing below.",,train
11341,train-00009-of-00032.parquet,274,d4a38bc0700d101a90bcffe51f0ad1c2b517970ce68fefcd49d556cb3759a1e3,1,collection_2,Aerial sightseeing vehicle with panoramic views.,,"Set against a plain white background in a professional studio, it is photographed in a three-quarter view, with uniform, high-key lighting that highlights the smooth curves and detailed features such as skids and rotor blades.",,train
11342,train-00009-of-00032.parquet,285,c9dfa0171f629fa40813163d3eacbaf5de9c5011f70fbde47f2f1e1e4856cf9b,0,collection_2,An electric personal transport device.,,"Backlit by early morning sunlight, it moves along a suburban sidewalk, with cherry blossom trees in full bloom casting delicate shadows across the pavement.",,train
11343,train-00009-of-00032.parquet,285,c9dfa0171f629fa40813163d3eacbaf5de9c5011f70fbde47f2f1e1e4856cf9b,1,collection_2,An electric personal transport device.,,"In a professional studio, this item is displayed on a plain white background with high-key lighting that eliminates shadows, captured in a three-quarter view to accentuate its sleek design and modern features.",,train
11344,train-00009-of-00032.parquet,290,5a7497fdc5bc0a8f4827d2ec32537edf8f199e3dbd993d075b26944641e2d895,0,collection_2,A touring segway for city and nature exploration.,,"Against the backdrop of serene mountain ranges, it stands on a rocky hill at sunrise, casting a long shadow over the dewy grass.",,train
11345,train-00009-of-00032.parquet,290,5a7497fdc5bc0a8f4827d2ec32537edf8f199e3dbd993d075b26944641e2d895,1,collection_2,A touring segway for city and nature exploration.,,"It sits prominently at the center of the frame against a plain white background, illuminated by uniform high-key lighting that highlights its sleek, modern design and sturdy build, showcasing its comfortable handlebars and robust wheels in a three-quarter view.",,train
11346,train-00009-of-00032.parquet,297,98488c659cb703a3762fc647144b761ef642a0b4a16ef0eda1f022d4d579b760,0,collection_2,A sleek and sporty transportation device.,,"Under the bright midday sun, it races down a coastal boardwalk, the ocean breeze swirling gently around its sleek form as beachgoers watch in awe.",,train
11347,train-00009-of-00032.parquet,297,98488c659cb703a3762fc647144b761ef642a0b4a16ef0eda1f022d4d579b760,1,collection_2,A sleek and sporty transportation device.,,"Set against a plain white background, with even, shadowless lighting highlighting its aerodynamic contours, this item is shown from a three-quarter perspective, emphasizing its sleek lines and sporty wheels.",,train
11348,train-00009-of-00032.parquet,301,0fb434a1a6b0440942849865fe6879acc3f56876a10d924cf02d4945ceecd080,0,collection_2,A sleek and sporty transportation device.,,"On a rainy afternoon in a quiet suburban park, raindrops delicately rest on its surface, with lush green trees creating a serene contrast in the misty background.",,train
11349,train-00009-of-00032.parquet,301,0fb434a1a6b0440942849865fe6879acc3f56876a10d924cf02d4945ceecd080,1,collection_2,A sleek and sporty transportation device.,,"Set against a plain white background, with even, shadowless lighting highlighting its aerodynamic contours, this item is shown from a three-quarter perspective, emphasizing its sleek lines and sporty wheels.",,train
11350,train-00009-of-00032.parquet,305,3f2e0d124639215ff7123a920ad93d8612751059f6022073f93646242c4d85bf,0,collection_2,A two-wheeled personal transporter vehicle.,,"Near a sunlit pier, it glides smoothly along the wooden planks, casting a slender shadow on the deck with a sparkling blue ocean backdrop.",,train
11351,train-00009-of-00032.parquet,305,3f2e0d124639215ff7123a920ad93d8612751059f6022073f93646242c4d85bf,1,collection_2,A two-wheeled personal transporter vehicle.,,"This item is set against a plain white backdrop, under high-key lighting, perfectly capturing its sleek, modern design from a three-quarter view, with all details crisp and shadow-free.",,train
11352,train-00009-of-00032.parquet,311,57dab5bfe2aa68f5e32047ada7883083f2d4be2bc7303517f74e314dd65529b7,0,collection_2,A two-wheeled personal transporter vehicle.,,"Inside a sleek, minimalist office space, this item stands by a large glass window reflecting the city's skyline, under bright fluorescent lights.",,train
11353,train-00009-of-00032.parquet,311,57dab5bfe2aa68f5e32047ada7883083f2d4be2bc7303517f74e314dd65529b7,1,collection_2,A two-wheeled personal transporter vehicle.,,"This item is set against a plain white backdrop, under high-key lighting, perfectly capturing its sleek, modern design from a three-quarter view, with all details crisp and shadow-free.",,train
11354,train-00009-of-00032.parquet,315,6bb74fd2ea84f743b5d1669b6b91dbdb90a704a8a5b4f2b110774db9775e6cfc,0,collection_2,A sleek trick skateboard for performing stunts.,,"Perched at the edge of a sunlit beach boardwalk, it is partially shaded by palm fronds, with a glimpse of the sparkling ocean waves in the distance.",,train
11355,train-00009-of-00032.parquet,315,6bb74fd2ea84f743b5d1669b6b91dbdb90a704a8a5b4f2b110774db9775e6cfc,1,collection_2,A sleek trick skateboard for performing stunts.,,"Against a plain white background in a professional studio, it stands in a three-quarter view, accentuated by uniform, shadowless lighting that highlights its sleek design, vibrant colors, and intricate grip tape patterns.",,train
11356,train-00009-of-00032.parquet,325,d68fde81e6b348c7be0a6be02e0492988c79622474674d945e4d1a8ccc5d61de,0,collection_2,"A longboard with a stylish, vibrant design.",,"Inside a modern, minimalist living room, it leans against a concrete wall under dim evening lamps, with a bookshelf and a potted plant adding to the contemporary vibe.",,train
11357,train-00009-of-00032.parquet,325,d68fde81e6b348c7be0a6be02e0492988c79622474674d945e4d1a8ccc5d61de,1,collection_2,"A longboard with a stylish, vibrant design.",,"In a professional studio against a plain white background, it is showcased in a three-quarter view under uniform high-key lighting, emphasizing the smooth finish and detailed graphic design on its deck.",,train
